,ID,text,target,re_text
909,ynat-v1_train_02114,추석 직전 일요일 대형마트 의무휴업...요일 변경 두고 또 논란,3,"추석 연휴, 대형마트 의무 휴업은 어떻게?"
910,ynat-v1_train_02116,"구미, 영천 등 경북 9개 시·군 폭염주의보",0,"경북 일부 지역, 폭염주의보 발효"
911,ynat-v1_train_02118,진통제 맞고 103구 던진 셔저의 투혼...믿기 힘든 투구,1,"셔저, 진통제 맞고도 무리한 투구 기록"
912,ynat-v1_train_02120,벨·뮬로바·마이스키...클래식 스타 일주일 간격 줄내한,1,"무료 공연, 벨·뮬로바·마이스키… 일주일 간격 클래식 명곡 선보인다"
913,ynat-v1_train_02121,예멘 반군 사우디 석유시설 여전히 공격 목표,6,"사우디 석유시설, 예멘 반군의 지속적인 타겟"
914,ynat-v1_train_02122,박근혜 대통령 13일 북핵 담화문 발표 및 기자회견...경제 법안 처리도 호소,2,"박근혜 대통령, 북핵 담화문 발표와 기자회견 통해 경제 법안 처리 호소"
915,ynat-v1_train_02123,베스트셀러 소셜미디어 입소문 탄 에세이 인기,0,"인기몰표한 베스트셀러, 소셜미디어로 퍼지는 에세이"
916,ynat-v1_train_02125,국내외 인터넷사업자 역차별 실태점검 착수...대책 연내 마련,3,"국내외 인터넷사업자 역차별, 연내 대책 마련 위해 점검"
917,ynat-v1_train_02127,LG전자 먼지흡입물걸레질 무선 청소기 출시,4,"LG전자, 먼지흡입 기능 내장 무선 청소기 선보인다"
918,ynat-v1_train_02130,독도로 출발하기 전 기념촬영 하는 독도아카데미 대학생,3,"독도, 독도아카데미 학생들 기념촬영"
919,ynat-v1_train_02132,반으로 쪼개진 바른미래...두 번 표결에 1표차 아슬아슬한 추인종합2보,2,"바른미래, 두 번 표결 끝 1표차 역경…아슬아슬 추인"
920,ynat-v1_train_02134,올림픽 박근혜 대통령 우리 선수단 선전 기원,1,"박근혜 대통령, 올림픽 선수단 응원"
921,ynat-v1_train_02136,중국과 러시아가 원자로 건설을 위한 2조 원 규모의 계약을 맺는다,6,"중국·러시아, 원자로 건설 위해 2조원 계약 체결"
922,ynat-v1_train_02137,"이주의 뉴스 키워드 블랙리스트, 가상화폐, 권력기관",5,블랙리스트 주요 키워드: 이번 주 가상화폐 및 권력기관
923,ynat-v1_train_02138,황교안·나경원 패스트트랙 사건 경찰 출석통보에 불응 입장,2,"황교안·나경원, 패스트트랙 사건 경찰 소환에 불응"
924,ynat-v1_train_02139,CJ헬로비전 SK브로드밴드 합병 무효 소송 잇따라...LG유플러스 법적 대응,5,"CJ헬로비전-SK브로드밴드 합병, LG유플러스 법적 공세에 흔들리나"
925,ynat-v1_train_02140,오늘 남북 체육회담...2032년 올림픽 공동 개최 논의,2,"남북, 체육회담서 2032년 올림픽 공동 개최 검토"
926,ynat-v1_train_02146,KEB하나은행 호국보훈단체 지원을 위한 기부금 전달,3,"KEB하나은행, 호국보훈단체에 기부금 지원"
927,ynat-v1_train_02147,미국 아프간서 발 빼자...중국이 들어갔다,6,"아프간, 미국 이후 중국 진출 시작"
928,ynat-v1_train_02148,경기도 전역 미세먼지 주의보...야외활동 자제종합,0,"경기도, 미세먼지 심각성에 야외 활동 주의 권고"
929,ynat-v1_train_02149,정선 산불 진화에 안간힘,3,"정선 산불, 진화 어려움"
930,ynat-v1_train_02151,개회사 하는 류희인 본부장,3,"류희인 본부장, 개막 강연 진행"
931,ynat-v1_train_02152,KT 할인 혜택 2배 '더블할인' 멤버십 시즌제 도입,4,"KT, 더블할인 시즌제로 혜택 두 배 증대"
932,ynat-v1_train_02153,프랜차이즈 최다승 투수·두 번째 FA 앞둔 윤성환 계속 활약,1,"윤성환, 프랜차이즈 최다승 투수 기록 앞두고 FA장르 맹활약"
933,ynat-v1_train_02155,한일 오늘 도쿄서 군사정보협정 가서명...이르면 이달 내 체결,6,"한일, 도쿄에서 군사정보협정 가서명...이달 안에 체결 목표"
934,ynat-v1_train_02157,"민주, 남북정상회담 보고 청취...조명균 기대 뛰어넘는 결과",2,"민주당, 남북정상회담 보고 청취… 조명균 의원 '기대 이상' 결과 전달"
935,ynat-v1_train_02159,미래부 출연(연) 비정규직 연구원 정규직화 추진,3,"미래부, 비정규직 연구원 정규직화 위해 노력"
936,ynat-v1_train_02160,잉글랜드 FA컵 5부리그의 반란...서턴 카운티와 링컨 시티 16강행,1,"FA컵, 서턴 카운티, 링컨 시티 깜짝 진출"
937,ynat-v1_train_02161,추억의 노키아폰 부활...49유로 헐값+22시간 통화종합,4,옛날 노키아폰 돌아왔다…49유로 낮은 가격에 22시간 통화 가능
938,ynat-v1_train_02163,中 부동산 불황 쇼크...관련기업 주가 하루 80% 폭락,6,"中 부동산 시장, 관련 기업 주가 사상 최대 하락"
939,ynat-v1_train_02164,"한반도 해빙, 이총리 세계의 완전한 냉전종식 이제 시작돼",2,"이총리, 한반도 해빙 통해 세계 냉전 종식 선언"
940,ynat-v1_train_02169,이들을 주목하라 U20 월드컵의 검증된 예비 슈퍼스타,1,"U20 월드컵, 슈퍼스타 가능성 있는 유망주들"
941,ynat-v1_train_02170,일왕과 왕비의 즉위 예식,0,"일왕·왕비, 즉위식 진행"
942,ynat-v1_train_02171,비닐봉지 대신 바나나잎 포장...베트남 마트의 친환경 실험,6,"바나나잎, 베트남 마트에서 친환경 포장재로 도전"
943,ynat-v1_train_02174,주상복합건물 동 사이 거리 좁아진다...건축연면적 증가,5,"동 사이 간격 감소, 주상복합 건축 현황 알려"
944,ynat-v1_train_02175,게시판 SK텔레콤 독거노인 케어 서비스 GSMA 우수사례 선정,3,"SK텔레콤, 독거노인 케어 서비스로 GSMA 우수사례 수상"
945,ynat-v1_train_02177,"정부, 민간 대북전단 표현의 자유와 주민안전 고려해 판단",2,"대북전단 표현의 자유, 정부 민간 균형 잡힌 판단에 나서"
946,ynat-v1_train_02178,추미애 대표와 인사하는 문재인 대통령,2,"문재인 대통령, 추미애 대표와 만남"
947,ynat-v1_train_02179,"후쿠시마 수산물 분쟁 패배한 일본 아베, EU서 WTO 개혁 성토",6,"아베 정부, 후쿠시마 수산물 분쟁에 EU서 WTO 개혁 주장"
948,ynat-v1_train_02180,부동산 소유권 이전 등기 간편히...특별조치법 시행령 통과,3,"부동산 소유권 이전 등기, 특별조치법 시행령 발효"
949,ynat-v1_train_02183,게시판 서울 한성백제박물관 사계 콘서트 여름 개최,0,"한성백제박물관, 사계 콘서트로 여름 열려"
950,ynat-v1_train_02184,레이저로 미세 무늬 새겨 위조 막는다,4,"레이저 기술 활용, 위조 방지 미세 무늬 새김"
951,ynat-v1_train_02186,우리카드 펠리페 영입...시즌 시작 전 두 번째 외국인 교체,1,"우리카드, 펠리페 영입으로 시즌 준비 강화"
952,ynat-v1_train_02187,주말에 여행 강원권 쫀득한 찰옥수수...일편단심 무궁화,0,"강원도 여행, 쫄깃한 찰옥수수와 함께 무궁화 만끽"
953,ynat-v1_train_02191,은행장 새해 전망 집 투자는 글쎄...주택대출 안 늘릴 것,5,"은행장, 새해 집 투자 전망 불확실... 주택대출 확대 눈앞에 멈춤"
954,ynat-v1_train_02193,2018 ICT 삼성 폴더블폰 새해 애플 아이폰X 대항마가 될까,4,"삼성 폴더블폰, 2018년 새해 애플 아이폰X에 도전"
955,ynat-v1_train_02195,"독일 언론, 극우 AfD 의원 러시아로부터 통제당해",6,"AfD 의원, 독일 언론 주장 러시아에 의해 지배받고 있다"
956,ynat-v1_train_02196,홍콩 행정수반 송환법 추진 보류...사실상 무기한 연기종합,6,"홍콩, 송환법 추진 중단…무기한 연기에 전락"
957,ynat-v1_train_02197,"정부, 거점항만으로 한진해운 선박 유도해 화물 하역",6,"한진해운 선박, 거점항만으로 유도하여 화물 하역"
958,ynat-v1_train_02201,박건우 부상으로 올스타 출전 불발...노수광 대체 선발,1,"박건우, 부상으로 올스타 참가 불가… 노수광 선수 대체"
959,ynat-v1_train_02204,"속보 청와대, 국방부 첫 브리핑 때 해경 발표 사실 인지 못해",2,"청와대-국방부 첫 브리핑, 해경 발표 사실 인지 부족 논란"
960,ynat-v1_train_02206,美 시리아 북동부에 다국적 감시군 추진...미군 400명 잔류,6,"美, 시리아 북동부에 다국적 감시군 창설…미군 400명 파견"
961,ynat-v1_train_02208,국립중앙박물관 이집트 미라 등 만나볼 세계문화관 개관,0,"국립중앙박물관, 이집트 미라를 포함한 세계문화관 개장"
962,ynat-v1_train_02209,카카오 로봇 모듈 및 모바일 게임 업체에 잇단 투자 종합,5,"카카오, 로봇 및 모바일게임 분야에 투자 확대"
963,ynat-v1_train_02211,총선 D8 여당 신공항 건설 세금 차단...민주당 서부산 공략 강화,2,"총선 D-8, 여당 신공항 건설세 차단…민주당 서부산 공략 전개"
964,ynat-v1_train_02212,모리뉴 UEFA의 바이날디 추가 징계는 정말 가혹,1,"바이날디, 모리뉴 지적 'UEFA 추가 징계' 논란"
965,ynat-v1_train_02216,리니지 IP 성과 리뷰하는 윤재수 부사장,5,"윤재수 부사장, 리니지 IP 사업 성과 분석"
966,ynat-v1_train_02217,게시판에 대학생봉사단 맞춤형 사회공헌 활동,3,"대학생봉사단, 게시판 통해 개인 맞춤형 사회공헌 실천"
967,ynat-v1_train_02218,꿈의 전자파 테라헤르츠파 세기 조절한다,4,"테라헤르츠 파, 꿈처럼 전자파 세기 조절 가능"
968,ynat-v1_train_02220,게임정보 네이버웹툰 원작 게임 메이비 오픈베타 外,4,"메이비, 네이버웹툰 원작게임 OBT"
969,ynat-v1_train_02221,총파업 코앞에 두고 국민은행 노사 막판협상...극적 타결될까종합,3,"국민은행 총파업 방지 위해 노사, 막판 협상 전망"
970,ynat-v1_train_02223,현대차 8월 국내 판매 전년비 17.6% 감소,5,"현대차, 8월 국내 판매량 전년 대비 17.6% 하락"
971,ynat-v1_train_02224,최지만 2경기 연속 안타...타율 0.269,1,"최지만, 타율 0.269로 두 경기 연속 안타 drought"
972,ynat-v1_train_02225,프로농구 1라운드 최우수선수에 현대모비스 라건아,1,"프로농구 1라운드 MVP, 현대모비스 라건아"
973,ynat-v1_train_02228,성장률 쇼크에 증권가 연간 성장률 전망치 2.2%에서 2.3%로 하향,5,"증권가, 성장률 쇼크에 연간 성장률 전망치 하향 조정"
974,ynat-v1_train_02231,최지만 3타수 무안타...타율 0.257,1,"최지훈, 타율 0.257 기록하며 3타수 무안타"
975,ynat-v1_train_02233,"뮤지컬 아리 아리, 뮤지컬 내 친구 유관순",0,"뮤지컬 '아리 아리'·'유관순', 무대에서 소통"
976,ynat-v1_train_02235,세기의 대국 일본에 밀리고 중국에 치이고 한국 인공지능 현주소,4,"인공지능 경쟁, 일본·중국 압박 속 한국 실력 심층 분석"
977,ynat-v1_train_02238,투자일임형 ISA도 허용 추진...중소 증권사에 혜택,5,"ISA 투자일임형 허용, 중소 증권사 선제적 혜택 확대"
978,ynat-v1_train_02242,애플 앱스토어에서 우버 앱 삭제될 뻔했다,4,"우버, 애플 앱스토어에서 사라질 위기에 처했다"
979,ynat-v1_train_02243,황우석 인간 복제 줄기세포 미국 특허 등록,4,"황우석, 미국에 인간 복제 줄기세포 특허 취득"
980,ynat-v1_train_02244,올해 추석 당일 T맵 사용자 447만명 기록...역대 최다,4,"추석 맞아 T맵, 역대급 447만 명 사용자 기록"
981,ynat-v1_train_02245,류현진 평균자책점 1위 지켜준 강정호 소로카에게 멀티출루...,1,"류현진 평균자책점 선두, 강정호 소로카 멀티출루 초래"
982,ynat-v1_train_02248,국고채 금리 일제히 하락...3년물 연 2.256%,5,"국고채 금리, 전반적으로 하락세…3년물 연 2.256% 기록"
983,ynat-v1_train_02249,클린턴재단 후폭풍인가...힐러리 vs 트럼프 지지율 3%p로 좁혀져,6,"클린턴 재단 논란, 트럼프 지지율 따라잡아 힐러리와 격차 최소화"
984,ynat-v1_train_02250,앙숙 터키·그리스 화해 모색...그리스 총리 성소피아 방문,6,"터키-그리스, 화해 위한 노력… 그리스 총리 성소피아 방문"
985,ynat-v1_train_02253,갤노트8 중국서 29일 출시...모바일결제 제휴 확대,4,"갤럭시 노트8, 중국서 29일 첫 출시...모바일 결제 확대 전략"
986,ynat-v1_train_02256,"게시판, 금융투자협회 중·고생 대상 금융투자 체험교실",3,"중·고생 대상 금융 투자 체험, 게시판, 금융투자협회 주관"
987,ynat-v1_train_02258,친박계 의원들 광화문 촛불집회 날 단양서 골프 회동종합,2,"친박계 의원들, 광화문 촛불집회 시 단양 골프 회동"
988,ynat-v1_train_02263,5월 연휴 기간 12만 명이 통신사 바꿨다...작년보다 30% 증가,5,"5월 연휴, 통신사 이직 12만 명...작년대비 30% 증가"
989,ynat-v1_train_02267,유령주식 불안 확산...배당 이어 주식거래시스템 점검,5,"유령주식 공포, 배당·주식거래시스템 검증에 초점"
990,ynat-v1_train_02269,저항성 우수한 새 에이즈 백신 후보물질 개발 성공,4,뛰어난 저항력을 가진 신규 에이즈 백신 후보물질 개발
991,ynat-v1_train_02272,동시 압수수색 당한 대우조선과 산은...38년 질긴 인연,5,"대우조선, 산업군 최고위 자리…38년 역사 속 첫 공동 압수수색"
992,ynat-v1_train_02273,오늘의 투자전략 미국과 중국의 정치 환경이 철강과 기계에 모멘텀을 제공,5,"미국-중국 정세, 철강·기계 시장에 촉매 작용"
993,ynat-v1_train_02276,이공대 내부 살펴보는 홍콩 경찰,6,"홍콩 경찰, 이공대 탐사"
994,ynat-v1_train_02277,"톰프슨과 커리, 68점 합작 골든스테이트 3쿼터 마법 앞세워 5연승",1,"톰프슨, 커리 주도 골든스테이트 3쿼터 돌풍에 5연승 달성"
995,ynat-v1_train_02279,건설업계 부실벌점 개정안 기업에 사망선고...철회돼야 주장,3,"건설 부실벌점 개정안, 기업 사망선고 철회 촉구"
996,ynat-v1_train_02280,내일 남북고위급회담...정상회담 일정·장소 정해질 듯종합,2,"남북고위급회담, 정상회담 일정·장소 확정 전망"
997,ynat-v1_train_02281,베로나 이승우 대표팀 승선은 간절한 꿈...기회 오리라 믿어,1,"베로나 이승우, 승리 기회에 간절한 열망"
998,ynat-v1_train_02282,호퍼드 결승점에 스틸까지...보스턴 필라델피아에 3연승,1,"호퍼드, 스틸 맹활약…보스턴 필라델피아 3연승 거두나"
999,ynat-v1_train_02284,靑 국민청원 중복참여 가능성 제기...카카오톡 참여 임시중단,3,"카카오톡 참여 중단, 靑 국민청원 중복참여 논란"
1000,ynat-v1_train_02289,"게시판, KT 정보보안 기업 4곳과 MOU",3,"KT, 게시판 활용 정보보안 강화 위해 MOU 체결"
1001,ynat-v1_train_02299,LG전자 트리플 카메라 장착한 LG X6 출시,4,"삼중 카메라 탑재 LG X6, LG전자 출시"
1002,ynat-v1_train_02300,게시판 KIST 의학도 대상 리서치 캠프,3,"KIST, 의학도를 위한 리서치 캠프 개최"
1003,ynat-v1_train_02302,SK텔레콤 IoT 네트워크 기반 맞춤 서비스,4,"SK텔레콤, IoT 기술로 개인 맞춤 서비스 제공"
1004,ynat-v1_train_02305,그래픽 전국 주택 매매 거래량 추이,5,"전국 주택 매매 거래량, 그래픽으로 확인"
1005,ynat-v1_train_02309,소설가 백민석이 카메라에 담아온 쿠바 사람들,0,"백민석, 쿠바를 통해 들려준 카메라 이야기"
1006,ynat-v1_train_02311,경기북부 7개 시·군 한파주의보 발령,0,"경기북부, 한파 심화에 7개 시·군 주민 대비"
1007,ynat-v1_train_02319,방통위 KBS 보궐이사에 강형철 숙명여대 교수 추천,3,"방송통신위원회, KBS 보궐이사 추천에 강형철 숙명여대 교수"
1008,ynat-v1_train_02323,가이드북 NO...스마트폰 AI 비서 여행 도우미로 수요 증가,4,"AI 비서 가이드북, 스마트폰 여행 도우미로 인기"
1009,ynat-v1_train_02326,주말에 여행 제주권 탐라 역사와 문화가 깃든 산지천 축제,0,"산지천, 주말 여행객들을 역사와 문화로 맞이"
1010,ynat-v1_train_02329,윤상현 오늘 아침 김무성 자택 찾아 사과했다속보,2,"윤상현, 김무성 자택 방문하여 사과"
1011,ynat-v1_train_02330,구글 퀴즈쇼 앱 개발 3사 간담회 개최,4,"구글, 퀴즈쇼 앱 개발 위한 3곳과 협력 논의"
1012,ynat-v1_train_02331,MLB 텍사스 펜스마저 타구 쫓다 부상...외야 줄부상,1,"MLB, 텍사스 펜스 외야진 타구쫓는 과정서 부상"
1013,ynat-v1_train_02336,우진비앤지 37억 규모 동물용 의약품 공급계약,5,"우진비앤지, 동물용 의약품 공급 계약 37억 체결"
1014,ynat-v1_train_02337,정몽구 현대건설 이사직 물러나...자동차에 주력,5,"정몽구, 현대건설 이사진 퇴임… 자동차 부문 집중"
1015,ynat-v1_train_02339,마크롱 최측근 프랑스 하원의장 부패 의혹 다시 수사받아,6,"프랑스 하원의장, 마크롱 최측근 부패 의혹 재점화"
1016,ynat-v1_train_02342,장마 때문에...전국 해수욕장 유명산 관광지 썰렁,0,"장마 속 전국, 해수욕장·유명산 관광 활성화 둔화"
1017,ynat-v1_train_02345,삼성증권 1분기 영업이익 1천496억원...17% 감소,5,"삼성증권, 1분기 영업이익 1496억원 기록…전년 동기 대비 17% 하락"
1018,ynat-v1_train_02346,공연소식 청년예술인의 유쾌한 도전 연극 끝까지 간다 外,0,"청년예술인, 연극 '끝까지 간다' 뜨거운 공연소식"
1019,ynat-v1_train_02347,北미사일 발사 日언론 신속 보도...NHK는 정규방송 중단,6,"북미 사일 발사에 일본 NHK, 뉴스 전용 방송"
1020,ynat-v1_train_02349,"EU, 눈덩이 공공부채에도 돈풀어 경기부양한다는 이탈리아 제재키로",6,"EU, 이탈리아 경제침체에 펀딩 지원"
1021,ynat-v1_train_02350,사진 톡톡 중국인의 눈으로 본 한반도 정세 인물화,0,"중국인 시각, 사진 속 한반도 정세와 인물 엿보기"
1022,ynat-v1_train_02354,"손가락 욕설한 델리 알리, A매치 1경기 출전금지",1,"델리 알리, 손가락 욕설 논란에 A매치 1경기 출전 불명"
1023,ynat-v1_train_02356,미국발 훈풍 코스피 장중 2120선 회복...코스닥 2% 올라종합2보,5,"미국 훈풍 효과, 코스피 장중 2120선 돌파…코스닥 2% 상승"
1024,ynat-v1_train_02357,코스피 하락 마감,5,코스피 주가 하루 종일 하락
1025,ynat-v1_train_02360,인도 휩쓴 사이클론 방글라데시 강타...최소 24명 사망·280만 대피종합,6,"사이클론 '모든' 강타…인도-방글라데시 최소 24명 사망, 280만 대피"
1026,ynat-v1_train_02361,배틀그라운드 국내 서버 별도 운영...해외 이용자와 분리,4,"배틀그라운드 국내 서버 개설, 해외 사용자와 분리 운영"
1027,ynat-v1_train_02365,"청와대 ""한미 훈련, 비핵화 상황 보며 결정할 문제...미국의 논의 요청 없어""",2,"한미 훈련, 청와대 '비핵화 상황 고려 후 결정'"
1028,ynat-v1_train_02367,당신의 스무살 생일은 어땠나요...무라카미 하루키 버스데이 걸,0,"하루키 무라카미, 25번째 생일을 맞아 팬들과 함께하는 특별한 하루"
1029,ynat-v1_train_02369,WNBA 박지수 LA 스파크스 상대로 2득점 2리바운드,1,"박지수, LA 스파크스에 2득점 2리바운드 기록"
1030,ynat-v1_train_02370,세계 첫 AI 축구 월드컵 KAIST서 개막...12개국 29팀 참가,4,"KAIST, 세계 최초 AI 축구 월드컵 개최…12개국 29팀 참가"
1031,ynat-v1_train_02374,추미애 야당 무더기 허위조작 기소...권력의 개 전락한 정치검찰,2,"추미애, 야당 허위조작 기소…정치 검찰 권력 개락?"
1032,ynat-v1_train_02377,한선수의 평정심이 순위 싸움에 신경 쓰면 페이스를 잃어요,1,"한선수, 순위보다 평정심이 우선"
1033,ynat-v1_train_02380,北매체 로켓 발사 성공에 온나라 경축 분위기,2,"북한 로켓 발사 성공, 온라인 축하 붐"
1034,ynat-v1_train_02381,울산 안방서 상하이 상강에 덜미잡혀 AFC 챔피언스리그 첫 패,1,"울산 안방서, 상하이 상강에 덜미잡혀 AFC 최종리그 첫패"
1035,ynat-v1_train_02383,KIST 탄소나노소재로 우주복 섬유·방사선차폐재 개발 중,4,"KIST, 탄소나노소재 활용 우주복 및 방사선 차폐 기술 개발"
1036,ynat-v1_train_02385,"정운찬 총재, 병역 문제 국민 정서 반영 못해 죄송...미래협의회 개최",2,"정운찬 총재, 병역 문제 국민 불안 반영 노력…미래협의회 개최"
1037,ynat-v1_train_02391,피아니스트 유자 왕의 연주,0,"유자 왕, 피아노 연주 감동"
1038,ynat-v1_train_02394,"울산 박정인, 포항 김찬 등 15명 우선지명으로 내년 K리그 진출",1,"울산, 포항 유망 선수들 15명 우선지명... 내년 K리그 진출 목표"
1039,ynat-v1_train_02395,"야구장 암표 팔다 적발, 기초수급자 타인 인적사항 도용",3,"야구장 암표 판매 사건, 기초수급자 정보도용 적발"
1040,ynat-v1_train_02399,재단법인화 TBS 초대 대표에 이강택 현 교통방송 대표,3,"이강택, 재단법인화 TBS 초대 대표로 선임"
1041,ynat-v1_train_02403,건설업계 원로 박창규 전 롯데건설 사장 별세,3,"원로 건설인 박창규 전 롯데건설 사장, 별세"
1042,ynat-v1_train_02407,이란 탄도미사일 개발은 협상 대상 아냐 재확인,6,"이란, 탄도미사일 개발 협상 불가 입장 고수"
1043,ynat-v1_train_02408,"아폴로 13호 선장 닐 암스트롱, LG V30로 47년만에 달 착륙 꿈 이뤘다",4,"닐 암스트롱, LG V30로 47년 만에 달 착륙 재도전"
1044,ynat-v1_train_02409,현대중공업 4천만 달러 규모 산업용 로봇 대량 수주,5,"현대중공업, 4천만 달러 산업용 로봇 대규모 수주"
1045,ynat-v1_train_02411,일자리 정책 구상 발표하는 이춘희 세종시장,2,"이춘희 세종시장, 일자리 정책 상세안 발표"
1046,ynat-v1_train_02415,베네수엘라 외무 유엔서 트럼프 마두로 직접 담판 제안종합,6,"베네수엘라, 유엔서 트럼프-마두로 정상 회담 제안"
1047,ynat-v1_train_02416,한국 달 탐사 등 우주개발 탄력 받는다종합,4,"우주 개발, 한국 달 탐사 선도하며 활성화"
1048,ynat-v1_train_02418,보육시설 비리 근절을 위하여,3,보육시설에서의 부패 방지 노력
1049,ynat-v1_train_02419,KTB투자 대림산업 2분기 호실적...목표주가 상향,5,"KTB투자, 대림산업 2분기 실적 개선에 주가 목표 상향"
1050,ynat-v1_train_02421,CJ ENM이 플레디스엔터 지분 51% 인수 추진,5,"CJ ENM, 플레디스엔터 대부분 지분 확보 위해 인수 추진"
1051,ynat-v1_train_02422,자사주 매입 자신감 드러낸 조준호...G6 성공할까,5,"조준호, G6 도약 위한 자사주 매입 공략"
1052,ynat-v1_train_02427,KT 1만원대 LTE 요금제와 함께 피처폰 LG 폴더 출시,4,"KT, 1만원대 LTE 요금제와 함께 LG 폴더형 피처폰 출시"
1053,ynat-v1_train_02429,누워서 타는 자전거로 평창동계올림픽 홍보,0,"평창 동계 올림픽, 누워서 타는 자전거 홍보 활동"
1054,ynat-v1_train_02430,커지는 CPU 칩셋 보안결함...PC 외 스마트폰도 패치해야,4,"CPU 칩셋 보안 취약점 확산…PC, 스마트폰 대상 패치 시행"
1055,ynat-v1_train_02431,내일날씨 가을 적시는 비...충청·남부 시간당 30mm 이상,0,"내일, 가을 적시 비로 충청·남부 폭우 전망"
1056,ynat-v1_train_02434,유혹의 색 라즈베리 로즈 입은 LG V30,4,"라즈베리 로즈, LG V30에 낭만적인 매력 더하다"
1057,ynat-v1_train_02435,다공성 금속구조체 전극으로 리튬전지 용량 2배 향상,4,"새로운 금속구조체 전극, 리튬전지 용량 두 배 증가"
1058,ynat-v1_train_02436,인사말 하는 방송통신위원회 위원장,3,"방송통신위원회, 위원장 인사말 전달"
1059,ynat-v1_train_02438,천정배 내일 안(安)과 담판...국민의당 야당 연대 갈등 중대기로,2,"천정배, 내일 안(安) 과 담판... 국민의당 야당 협력 심각성"
1060,ynat-v1_train_02440,박근혜 대통령 오후 시도지사 간담회...위기극복 국민결집 당부,2,"박근혜 대통령, 시도지사들과 간담회…국민 협력 우호 분위기 조성"
1061,ynat-v1_train_02443,청주 이틀째 열대야...충북 당분간 찜통더위,0,"충북, 청주 이틀째 열대야…당일간 고온 지속"
1062,ynat-v1_train_02444,가상화폐 인기에 악성코드 기승...랜섬웨어 신고 3.7배 증가,5,"악성코드, 가상화폐 열풍에 활동 고조… 랜섬웨어 신고 3.7배 증가"
1063,ynat-v1_train_02445,칠레 청년 사자 우리서 자살 기도...구조과정서 사자 2마리 사살,6,"칠레 청년, 자살 기도 후 사자가 두 마리 목숨 잃는 안타까운 현장"
1064,ynat-v1_train_02446,이란 압박 미국 B-52 전략 폭격기 카타르 도착,6,"카타르에 이란 압박, 미국 B-52 전략 폭격기 배치"
1065,ynat-v1_train_02448,애플 국내서도 아이폰 보상판매...아이폰 XR 69만원부터,4,"애플, 국내서 아이폰 중고판매 시작...아이폰 XR 69만원부터"
1066,ynat-v1_train_02450,시베리아서 겨울잠 실패한 갈색곰 민가 습격해 1명 숨져,6,"시베리아 갈색곰, 겨울잠에서 깨어 민가습격…1명 사망"
1067,ynat-v1_train_02452,태풍 차바 경남 15시 영향권 벗어나...최고 277.5mm 물폭탄종합,0,"태풍 차바, 경남 영향권 벗어나…최대 277.5mm 집중호우"
1068,ynat-v1_train_02454,주말에 여행 충청권 달콤한 포도에 견우·직녀의 사랑까지,0,"달콤한 포도와 쌍둥이 별, 충청권 여행지가 주말에 화려히 빛난다"
1069,ynat-v1_train_02455,중학교 복도에서 교사에 욕설한 학부모...교육청 경찰에 고발,3,"학부모, 중학교 복도서 교사 욕설 논란… 교육청 경찰 고발"
1070,ynat-v1_train_02456,제주소식 TBN 제주 개국 2주년 14시간 특별생방송,0,"TBN 제주, 개국 2주년 기념 14시간 특별 방송"
1071,ynat-v1_train_02457,게시판 삼성카드와 준오뷰티 업무제휴,5,"삼성카드, 준오뷰티와 업무협력"
1072,ynat-v1_train_02459,페이스북 분기매출 47% 늘었지만 불투명한 미래에 주가 하락,5,"페이스북, 매출 증장에도 불透明성 우려에 주가 하락"
1073,ynat-v1_train_02461,아베 개헌논의 안 해도 좋은지 선거서 물을 것...개헌 이슈화,6,"아베, 개헌 논의 안 해도 좋을까 선거대책 검토"
1074,ynat-v1_train_02464,엘살바도르 베네수엘라 외교관 추방...베네수엘라도 맞대응,6,"엘살바도르, 베네수엘라 외교관 추방…베네수엘라 역시 대응"
1075,ynat-v1_train_02465,카드 IC단말기 전환율 98.5%...미전환 단말기 보안 조치 강화,5,"카드 IC단말기, 전환율 98.5% 달성… 미전환 단말기 보안 강화"
1076,ynat-v1_train_02468,축구 대표팀 9월 국내서 코스타리카와 칠레와 평가전,1,"축구 대표팀, 9월 국내 평가전에 코스타리카·칠레 맞이"
1077,ynat-v1_train_02472,상상인 3분기 영업익 436억...66% 증가,5,"상상인, 3분기 영업익 436억 달성… 전년 동기 대비 66% 성장"
1078,ynat-v1_train_02475,탈레반 아프간 북부 장례식장서 주민 45명 납치,6,"아프간 북부, 탈레반 장례식장에서 주민 45명 사로잡힘"
1079,ynat-v1_train_02479,우리은행 디지털 전환 가속화...과제 발굴해 적극 추진,5,"우리은행, 디지털 전환 속도 높여… 과제 해결에 적극 나서"
1080,ynat-v1_train_02482,서울시판 ‘성범죄 선물’ 하반기 비율·유가망 세미나,5,"서울, 성범죄 선물 '하반기 집중'  비율·유가망 세미나"
1081,ynat-v1_train_02483,광주전남 보도사진전 전남도청서 개막,1,"광주전남 지역 사진작가들의 작품, 전남도청서에서 첫 전시"
1082,ynat-v1_train_02485,아이폰8 잇단 스웰링 현상...배터리 게이트로 비화할까,4,"아이폰8, 배터리 문제 우려 커지나 스웰링 논란"
1083,ynat-v1_train_02486,헌법재판소 특검과 검찰에 대통령 관련 수사기록 제출 요청속보,2,"특검, 대통령 관련 수사기록 검찰 및 헌법재판소에 공식 요청"
